,Age
5122,31.0
8045,29.0
7801,29.0
1155,45.0
2702,33.0
4839,31.0
6656,31.0
5610,31.0
2018,33.0
802,45.0
10252,29.0
3316,34.0
3267,34.0
5526,31.0
5607,31.0
6911,29.0
9991,29.0
7656,29.0
11983,30.0
10417,29.0
6553,31.0
627,45.0
11610,30.0
8424,30.0
7923,29.0
443,45.0
9777,29.0
4177,34.0
6531,31.0
8893,30.0
4719,31.0
11414,30.0
10027,29.0
207,45.0
5483,31.0
8644,30.0
10669,29.0
6445,31.0
7382,29.0
9750,29.0
2299,33.0
3559,34.0
6448,31.0
5759,31.0
10458,29.0
3659,34.0
4182,34.0
1205,45.0
11117,30.0
9615,29.0
2965,33.0
10190,29.0
7037,29.0
9857,29.0
8119,29.0
8613,30.0
11626,30.0
6692,29.0
7201,29.0
4455,31.0
4191,34.0
8076,29.0
3069,33.0
5024,31.0
6752,29.0
2362,33.0
10406,29.0
11907,30.0
49,45.0
1298,45.0
2160,33.0
11160,30.0
2570,33.0
3603,34.0
7352,29.0
11566,30.0
6153,31.0
6141,31.0
783,45.0
11851,30.0
11508,30.0
9308,30.0
815,45.0
11735,30.0
8797,30.0
1254,45.0
5884,31.0
9964,29.0
6694,29.0
6972,29.0
3038,33.0
5135,31.0
4282,34.0
1608,45.0
4963,31.0
1490,45.0
5249,31.0
9134,30.0
3105,33.0
11695,30.0
5671,31.0
11705,30.0
10525,29.0
1649,45.0
7250,29.0
1888,33.0
7833,29.0
4522,31.0
9978,29.0
8118,29.0
10942,29.0
4361,31.0
9829,29.0
4312,34.0
4551,31.0
420,45.0
10688,29.0
6978,29.0
3714,34.0
5471,31.0
3526,34.0
6301,31.0
3556,34.0
9809,29.0
236,45.0
212,45.0
3635,34.0
5961,31.0
8449,30.0
4087,34.0
5611,31.0
1718,33.0
2619,33.0
5567,31.0
7100,29.0
9417,30.0
10337,29.0
2926,33.0
990,45.0
100,45.0
11980,30.0
4755,31.0
1271,45.0
1014,45.0
10079,29.0
9662,29.0
8085,29.0
6078,31.0
3208,34.0
8146,29.0
1052,45.0
3709,34.0
3762,34.0
3243,34.0
10071,29.0
3541,34.0
2793,33.0
10820,29.0
5482,31.0
10969,29.0
452,45.0
5519,31.0
4807,31.0
8023,29.0
5586,31.0
6199,31.0
7522,29.0
1225,45.0
9723,29.0
3860,34.0
10068,29.0
7408,29.0
10598,29.0
11758,30.0
7933,29.0
9758,29.0
6684,29.0
5383,31.0
288,45.0
1076,45.0
3427,34.0
5524,31.0
5575,31.0
10419,29.0
6208,31.0
11,45.0
10653,29.0
85,45.0
6862,29.0
7,45.0
7807,29.0
6335,31.0
5431,31.0
3008,33.0
9778,29.0
6163,31.0
691,45.0
2835,33.0
6120,31.0
6201,31.0
3037,33.0
9284,30.0
10537,29.0
10314,29.0
11603,30.0
8718,30.0
1371,45.0
9839,29.0
7139,29.0
11890,30.0
10682,29.0
6473,31.0
11118,30.0
2723,33.0
814,45.0
8756,30.0
4535,31.0
7366,29.0
1907,33.0
1478,45.0
6426,31.0
5525,31.0
9170,30.0
8422,30.0
10606,29.0
2762,33.0
6462,31.0
6449,31.0
11073,29.0
3591,34.0
5528,31.0
9514,29.0
8574,30.0
8303,29.0
6024,31.0
11428,30.0
6184,31.0
3574,34.0
5812,31.0
7875,29.0
8917,30.0
6603,31.0
6828,29.0
11052,29.0
8905,30.0
3828,34.0
7714,29.0
4647,31.0
8314,30.0
4108,34.0
2173,33.0
10579,29.0
10171,29.0
11674,30.0
4157,34.0
3156,34.0
778,45.0
2038,33.0
10292,29.0
5862,31.0
11795,30.0
8842,30.0
7007,29.0
6453,31.0
6331,31.0
8177,29.0
10104,29.0
2033,33.0
2448,33.0
8430,30.0
11623,30.0
3320,34.0
530,45.0
5717,31.0
2219,33.0
9844,29.0
7498,29.0
10951,29.0
4374,31.0
6877,29.0
9678,29.0
3318,34.0
11968,30.0
7383,29.0
7306,29.0
3564,34.0
6788,29.0
500,45.0
10939,29.0
2776,33.0
10119,29.0
992,45.0
9816,29.0
9121,30.0
11098,29.0
2103,33.0
222,45.0
6872,29.0
9623,29.0
1657,45.0
4442,31.0
2435,33.0
11592,30.0
4587,31.0
11563,30.0
11532,30.0
2613,33.0
10660,29.0
5293,31.0
11486,30.0
11010,29.0
8046,29.0
11144,30.0
6822,29.0
8665,30.0
8783,30.0
422,45.0
4373,31.0
618,45.0
9235,30.0
1522,45.0
9174,30.0
8341,30.0
3021,33.0
6164,31.0
9904,29.0
5997,31.0
11958,30.0
128,45.0
7708,29.0
5067,31.0
6326,31.0
9789,29.0
3349,34.0
3505,34.0
6931,29.0
5032,31.0
10020,29.0
7542,29.0
3036,33.0
5673,31.0
6262,31.0
4279,34.0
780,45.0
4026,34.0
2087,33.0
717,45.0
4132,34.0
5559,31.0
11700,30.0
6867,29.0
10109,29.0
7373,29.0
491,45.0
2552,33.0
56,45.0
150,45.0
11619,30.0
6714,29.0
6842,29.0
5955,31.0
2493,33.0
10750,29.0
8256,29.0
7320,29.0
5413,31.0
4424,31.0
7936,29.0
10179,29.0
11292,30.0
2651,33.0
3127,33.0
5720,31.0
2304,33.0
2815,33.0
5945,31.0
4192,34.0
1456,45.0
4460,31.0
9566,29.0
6020,31.0
3862,34.0
9145,30.0
8225,29.0
3896,34.0
5000,31.0
483,45.0
8879,30.0
1219,45.0
285,45.0
5591,31.0
3623,34.0
5566,31.0
5723,31.0
3869,34.0
10265,29.0
11660,30.0
5311,31.0
7002,29.0
3863,34.0
3102,33.0
2067,33.0
3016,33.0
6350,31.0
4251,34.0
9373,30.0
2668,33.0
4689,31.0
9071,30.0
6778,29.0
11233,30.0
2359,33.0
1,45.0
3868,34.0
10604,29.0
8897,30.0
11711,30.0
5788,31.0
11857,30.0
10785,29.0
7246,29.0
2019,33.0
3917,34.0
3050,33.0
9796,29.0
11146,30.0
1547,45.0
388,45.0
7443,29.0
4277,34.0
3028,33.0
3461,34.0
10645,29.0
2021,33.0
11293,30.0
6418,31.0
242,45.0
2461,33.0
9037,30.0
1300,45.0
1704,33.0
6367,31.0
10943,29.0
277,45.0
4539,31.0
3,45.0
2388,33.0
9544,29.0
8933,30.0
6975,29.0
259,45.0
11935,30.0
4812,31.0
9759,29.0
8946,30.0
32,45.0
415,45.0
8262,29.0
10965,29.0
5737,31.0
2389,33.0
8302,29.0
7841,29.0
1122,45.0
6354,31.0
6049,31.0
752,45.0
5251,31.0
3241,34.0
8697,30.0
11100,29.0
7773,29.0
11364,30.0
11646,30.0
7719,29.0
2834,33.0
8116,29.0
9463,29.0
5995,31.0
4545,31.0
6794,29.0
4499,31.0
5256,31.0
7195,29.0
7693,29.0
5160,31.0
2823,33.0
3334,34.0
7993,29.0
1454,45.0
796,45.0
8769,30.0
8324,30.0
8323,30.0
10762,29.0
1131,45.0
6094,31.0
1673,45.0
10463,29.0
7394,29.0
9906,29.0
6626,31.0
9545,29.0
3390,34.0
7524,29.0
6444,31.0
7322,29.0
9527,29.0
11991,30.0
11062,29.0
10931,29.0
10512,29.0
2865,33.0
3977,34.0
4149,34.0
5369,31.0
10426,29.0
3358,34.0
2366,33.0
543,45.0
1395,45.0
6750,29.0
6098,31.0
10964,29.0
286,45.0
10872,29.0
2609,33.0
575,45.0
11587,30.0
11778,30.0
10663,29.0
1431,45.0
6062,31.0
6400,31.0
5499,31.0
8655,30.0
9763,29.0
1961,33.0
2686,33.0
5872,31.0
2433,33.0
9089,30.0
6106,31.0
9552,29.0
9831,29.0
11743,30.0
3122,33.0
4357,31.0
701,45.0
11076,29.0
7153,29.0
5428,31.0
7865,29.0
7961,29.0
2872,33.0
5448,31.0
3408,34.0
8830,30.0
7420,29.0
7082,29.0
2379,33.0
3953,34.0
5776,31.0
10207,29.0
673,45.0
1438,45.0
9289,30.0
1577,45.0
3871,34.0
10764,29.0
7761,29.0
2398,33.0
5405,31.0
9951,29.0
4951,31.0
6030,31.0
8451,30.0
6542,31.0
2429,33.0
4633,31.0
5198,31.0
10804,29.0
7418,29.0
7414,29.0
8852,30.0
9365,30.0
3040,33.0
1591,45.0
1403,45.0
245,45.0
3059,33.0
2254,33.0
9521,29.0
3409,34.0
1397,45.0
7058,29.0
5577,31.0
6033,31.0
1605,45.0
1720,33.0
1084,45.0
9682,29.0
3250,34.0
2063,33.0
11310,30.0
8420,30.0
3045,33.0
2386,33.0
2119,33.0
8728,30.0
4597,31.0
5324,31.0
1327,45.0
2991,33.0
10686,29.0
595,45.0
7053,29.0
9391,30.0
10852,29.0
11302,30.0
674,45.0
8346,30.0
8944,30.0
9658,29.0
4060,34.0
4639,31.0
1246,45.0
249,45.0
10451,29.0
8361,30.0
9272,30.0
4665,31.0
3716,34.0
2475,33.0
3211,34.0
5852,31.0
1130,45.0
7871,29.0
1423,45.0
9316,30.0
4224,34.0
253,45.0
57,45.0
9812,29.0
10717,29.0
355,45.0
5006,31.0
4465,31.0
3466,34.0
2950,33.0
11445,30.0
5657,31.0
8640,30.0
6687,29.0
2646,33.0
6385,31.0
10107,29.0
3263,34.0
3493,34.0
4211,34.0
1331,45.0
8558,30.0
11731,30.0
4623,31.0
8548,30.0
2425,33.0
8189,29.0
10497,29.0
10244,29.0
8132,29.0
1855,33.0
6735,29.0
1427,45.0
9928,29.0
5047,31.0
9624,29.0
2690,33.0
5797,31.0
1399,45.0
11252,30.0
1874,33.0
2847,33.0
11723,30.0
8009,29.0
3113,33.0
11553,30.0
8682,30.0
10012,29.0
10169,29.0
3647,34.0
3308,34.0
8620,30.0
79,45.0
2794,33.0
4283,34.0
10062,29.0
6142,31.0
5811,31.0
1358,45.0
8653,30.0
18,45.0
8902,30.0
7974,29.0
4444,31.0
1665,45.0
4046,34.0
1922,33.0
10570,29.0
820,45.0
2547,33.0
6771,29.0
275,45.0
5806,31.0
7797,29.0
8276,29.0
3412,34.0
3057,33.0
7381,29.0
7759,29.0
10196,29.0
11398,30.0
10115,29.0
7345,29.0
5669,31.0
1910,33.0
716,45.0
9485,29.0
4466,31.0
9457,29.0
7356,29.0
6789,29.0
5621,31.0
2788,33.0
4538,31.0
5924,31.0
1925,33.0
1988,33.0
6246,31.0
1417,45.0
531,45.0
8669,30.0
7603,29.0
6446,31.0
6243,31.0
1151,45.0
5834,31.0
8170,29.0
4620,31.0
10553,29.0
5118,31.0
8273,29.0
6010,31.0
4327,34.0
3815,34.0
3481,34.0
10810,29.0
9349,30.0
5869,31.0
4771,31.0
3618,34.0
4701,31.0
4960,31.0
858,45.0
3761,34.0
8331,30.0
9838,29.0
2685,33.0
5658,31.0
3404,34.0
2462,33.0
4423,31.0
6228,31.0
9668,29.0
7060,29.0
9135,30.0
10753,29.0
11970,30.0
6066,31.0
7376,29.0
3139,34.0
7089,29.0
6690,29.0
6520,31.0
2739,33.0
766,45.0
6137,31.0
7715,29.0
4356,34.0
10916,29.0
11969,30.0
6276,31.0
8002,29.0
3754,34.0
11408,30.0
9794,29.0
4853,31.0
9266,30.0
11114,29.0
9218,30.0
11236,30.0
6003,31.0
9319,30.0
6409,31.0
1828,33.0
9017,30.0
5716,31.0
10923,29.0
11972,30.0
3253,34.0
2610,33.0
6146,31.0
5469,31.0
3866,34.0
5996,31.0
7827,29.0
6493,31.0
6235,31.0
9116,30.0
8885,30.0
5686,31.0
551,45.0
9418,30.0
6355,31.0
6054,31.0
6298,31.0
10001,29.0
6950,29.0
10970,29.0
1264,45.0
889,45.0
965,45.0
2930,33.0
3070,33.0
2671,33.0
1748,33.0
3067,33.0
3982,34.0
161,45.0
1772,33.0
3317,34.0
5152,31.0
6394,31.0
10450,29.0
112,45.0
9720,29.0
11275,30.0
6349,31.0
4637,31.0
2211,33.0
977,45.0
2030,33.0
11336,30.0
515,45.0
4501,31.0
4570,31.0
6171,31.0
9533,29.0
4568,31.0
8898,30.0
4896,31.0
9620,29.0
1818,33.0
6501,31.0
2963,33.0
8531,30.0
6768,29.0
1098,45.0
2599,33.0
11515,30.0
8652,30.0
8632,30.0
11211,30.0
11245,30.0
10907,29.0
11452,30.0
8916,30.0
5661,31.0
6434,31.0
1671,45.0
11481,30.0
11957,30.0
6245,31.0
3483,34.0
10327,29.0
1012,45.0
5625,31.0
11879,30.0
9062,30.0
6410,31.0
1944,33.0
5967,31.0
4019,34.0
11423,30.0
6882,29.0
582,45.0
8883,30.0
2986,33.0
3242,34.0
7500,29.0
6593,31.0
185,45.0
11195,30.0
5379,31.0
702,45.0
3460,34.0
4737,31.0
4337,34.0
4408,31.0
8514,30.0
9663,29.0
11625,30.0
555,45.0
4836,31.0
3592,34.0
2760,33.0
6379,31.0
668,45.0
4140,34.0
1068,45.0
4054,34.0
7561,29.0
8672,30.0
745,45.0
2136,33.0
3048,33.0
4141,34.0
11447,30.0
4403,31.0
11966,30.0
10719,29.0
10117,29.0
10081,29.0
8140,29.0
11944,30.0
409,45.0
6160,31.0
7860,29.0
1310,45.0
8975,30.0
5109,31.0
9016,30.0
7314,29.0
10534,29.0
714,45.0
6928,29.0
10256,29.0
2816,33.0
11297,30.0
1885,33.0
10770,29.0
1574,45.0
2989,33.0
3771,34.0
10641,29.0
7292,29.0
4322,34.0
3367,34.0
7678,29.0
4654,31.0
11435,30.0
7794,29.0
6536,31.0
5542,31.0
1463,45.0
8996,30.0
11971,30.0
943,45.0
8559,30.0
5816,31.0
4225,34.0
928,45.0
1937,33.0
5179,31.0
6386,31.0
10850,29.0
5473,31.0
5443,31.0
8759,30.0
7444,29.0
2329,33.0
2551,33.0
2951,33.0
7895,29.0
3100,33.0
367,45.0
9424,30.0
10424,29.0
818,45.0
4294,34.0
11032,29.0
3378,34.0
10549,29.0
3341,34.0
9627,29.0
1157,45.0
6478,31.0
7724,29.0
10133,29.0
1113,45.0
9637,29.0
7931,29.0
9283,30.0
10084,29.0
10725,29.0
3396,34.0
4217,34.0
10456,29.0
11947,30.0
9149,30.0
7610,29.0
4702,31.0
8734,30.0
11071,29.0
2152,33.0
2057,33.0
596,45.0
9837,29.0
984,45.0
10319,29.0
4156,34.0
8656,30.0
3867,34.0
2631,33.0
9032,30.0
4286,34.0
4416,31.0
4599,31.0
10721,29.0
27,45.0
5953,31.0
5035,31.0
2144,33.0
4925,31.0
2654,33.0
3514,34.0
10640,29.0
9494,29.0
11912,30.0
1439,45.0
7855,29.0
8325,30.0
5037,31.0
6762,29.0
11207,30.0
10506,29.0
5503,31.0
5355,31.0
3517,34.0
4661,31.0
5588,31.0
3240,34.0
3962,34.0
11136,30.0
6017,31.0
3950,34.0
6339,31.0
8098,29.0
6500,31.0
11930,30.0
3899,34.0
592,45.0
3933,34.0
2241,33.0
6217,31.0
294,45.0
3934,34.0
6835,29.0
1392,45.0
10379,29.0
6827,29.0
9298,30.0
3630,34.0
1106,45.0
9866,29.0
9044,30.0
7389,29.0
7863,29.0
3691,34.0
611,45.0
8715,30.0
8691,30.0
7591,29.0
5342,31.0
10895,29.0
7939,29.0
6538,31.0
11473,30.0
10009,29.0
9244,30.0
8370,30.0
3616,34.0
6567,31.0
1318,45.0
8850,30.0
11902,30.0
7934,29.0
4370,31.0
8930,30.0
2696,33.0
10714,29.0
1393,45.0
7187,29.0
2907,33.0
8347,30.0
11170,30.0
11238,30.0
7411,29.0
2621,33.0
9301,30.0
1034,45.0
3752,34.0
11004,29.0
3072,33.0
105,45.0
11526,30.0
9836,29.0
11573,30.0
4841,31.0
3697,34.0
5440,31.0
4746,31.0
10790,29.0
3361,34.0
5236,31.0
4699,31.0
7023,29.0
7220,29.0
8824,30.0
10067,29.0
3722,34.0
11265,30.0
4559,31.0
3613,34.0
2321,33.0
4018,34.0
10003,29.0
7299,29.0
5823,31.0
5874,31.0
2934,33.0
7639,29.0
4750,31.0
1384,45.0
5301,31.0
4359,31.0
5870,31.0
1458,45.0
5790,31.0
8744,30.0
10582,29.0
6191,31.0
11847,30.0
3510,34.0
5527,31.0
11556,30.0
3061,33.0
8031,29.0
11287,30.0
3551,34.0
7831,29.0
3142,34.0
8472,30.0
8130,29.0
1815,33.0
11633,30.0
3978,34.0
7140,29.0
3376,34.0
395,45.0
6660,31.0
2737,33.0
6475,31.0
10078,29.0
9461,29.0
1251,45.0
10086,29.0
967,45.0
10002,29.0
24,45.0
3276,34.0
6415,31.0
4199,34.0
11455,30.0
9590,29.0
10175,29.0
10702,29.0
8698,30.0
11357,30.0
2200,33.0
9903,29.0
3825,34.0
3060,33.0
6310,31.0
1569,45.0
11500,30.0
4868,31.0
5350,31.0
10906,29.0
3005,33.0
3654,34.0
8469,30.0
6717,29.0
4227,34.0
2337,33.0
9212,30.0
1266,45.0
2698,33.0
4306,34.0
5968,31.0
8982,30.0
9353,30.0
8320,30.0
6890,29.0
3872,34.0
9572,29.0
3832,34.0
4025,34.0
6847,29.0
10726,29.0
10125,29.0
11570,30.0
3174,34.0
11040,29.0
6780,29.0
10183,29.0
2640,33.0
5589,31.0
1714,33.0
11670,30.0
7646,29.0
9458,29.0
1432,45.0
8201,29.0
1502,45.0
3278,34.0
6965,29.0
6698,29.0
10072,29.0
9984,29.0
6700,29.0
8910,30.0
401,45.0
438,45.0
9592,29.0
10590,29.0
7859,29.0
6625,31.0
6759,29.0
206,45.0
44,45.0
4346,34.0
7407,29.0
11403,30.0
10735,29.0
2507,33.0
3255,34.0
6886,29.0
693,45.0
6273,31.0
5302,31.0
4558,31.0
1572,45.0
8633,30.0
11290,30.0
479,45.0
10141,29.0
4008,34.0
3942,34.0
9788,29.0
6110,31.0
439,45.0
9679,29.0
9516,29.0
2218,33.0
5543,31.0
3441,34.0
10102,29.0
6802,29.0
7553,29.0
6973,29.0
360,45.0
8710,30.0
3175,34.0
573,45.0
10905,29.0
6314,31.0
4919,31.0
7684,29.0
11869,30.0
5186,31.0
6187,31.0
11554,30.0
5819,31.0
7086,29.0
1295,45.0
82,45.0
7289,29.0
3332,34.0
6769,29.0
8312,30.0
11279,30.0
5675,31.0
2980,33.0
1804,33.0
3480,34.0
11042,29.0
7897,29.0
2711,33.0
2228,33.0
10857,29.0
3569,34.0
7866,29.0
8589,30.0
9165,30.0
697,45.0
6408,31.0
5836,31.0
4331,34.0
8597,30.0
900,45.0
5638,31.0
3811,34.0
4372,31.0
10505,29.0
7188,29.0
7703,29.0
6342,31.0
4234,34.0
9058,30.0
4655,31.0
2312,33.0
4802,31.0
8122,29.0
1563,45.0
2270,33.0
10396,29.0
8687,30.0
7924,29.0
4935,31.0
10177,29.0
10201,29.0
508,45.0
7765,29.0
11400,30.0
7357,29.0
7490,29.0
1544,45.0
2845,33.0
7884,29.0
4363,31.0
9497,29.0
5854,31.0
10408,29.0
9300,30.0
11333,30.0
569,45.0
5385,31.0
653,45.0
7221,29.0
5762,31.0
7319,29.0
2032,33.0
6980,29.0
6785,29.0
4819,31.0
8238,29.0
7574,29.0
2691,33.0
9510,29.0
10798,29.0
11708,30.0
4706,31.0
11694,30.0
466,45.0
8209,29.0
574,45.0
2,45.0
5494,31.0
1533,45.0
5609,31.0
7570,29.0
4385,31.0
126,45.0
7093,29.0
7425,29.0
7451,29.0
11021,29.0
9936,29.0
4407,31.0
5600,31.0
3336,34.0
2860,33.0
3528,34.0
4941,31.0
9482,29.0
336,45.0
4742,31.0
9782,29.0
4106,34.0
1975,33.0
10039,29.0
8817,30.0
8926,30.0
2595,33.0
11453,30.0
9035,30.0
9311,30.0
9208,30.0
11860,30.0
5376,31.0
104,45.0
11886,30.0
1712,33.0
2380,33.0
1581,45.0
8082,29.0
9543,29.0
8214,29.0
8079,29.0
7280,29.0
5331,31.0
1333,45.0
4404,31.0
2972,33.0
1997,33.0
2497,33.0
8275,29.0
5420,31.0
677,45.0
9096,30.0
226,45.0
1517,45.0
9085,30.0
11172,30.0
3743,34.0
2395,33.0
2224,33.0
1722,33.0
9230,30.0
1970,33.0
3090,33.0
3383,34.0
11457,30.0
473,45.0
4952,31.0
10174,29.0
1592,45.0
10221,29.0
1639,45.0
5735,31.0
6113,31.0
5116,31.0
5255,31.0
8343,30.0
6941,29.0
9531,29.0
976,45.0
3852,34.0
11843,30.0
3720,34.0
8330,30.0
1593,45.0
753,45.0
1881,33.0
6647,31.0
8242,29.0
6105,31.0
521,45.0
1677,45.0
11067,29.0
5084,31.0
10321,29.0
7880,29.0
4586,31.0
10955,29.0
6638,31.0
4579,31.0
5952,31.0
356,45.0
1924,33.0
5258,31.0
8480,30.0
8727,30.0
8690,30.0
2132,33.0
926,45.0
8478,30.0
3912,34.0
4736,31.0
9717,29.0
9091,30.0
1339,45.0
3482,34.0
2424,33.0
2333,33.0
8476,30.0
2066,33.0
11567,30.0
11771,30.0
11669,30.0
5272,31.0
8596,30.0
2315,33.0
9036,30.0
3816,34.0
2126,33.0
341,45.0
4483,31.0
1256,45.0
5393,31.0
896,45.0
11582,30.0
6643,31.0
5987,31.0
7946,29.0
2605,33.0
1635,45.0
2954,33.0
3921,34.0
11511,30.0
7614,29.0
9171,30.0
4020,34.0
11827,30.0
6477,31.0
6821,29.0
6282,31.0
3968,34.0
10500,29.0
9127,30.0
5274,31.0
4656,31.0
7062,29.0
5202,31.0
4100,34.0
7502,29.0
2070,33.0
5636,31.0
1383,45.0
4429,31.0
10555,29.0
6529,31.0
11562,30.0
257,45.0
10212,29.0
6194,31.0
8308,30.0
5,45.0
7467,29.0
10903,29.0
8803,30.0
1740,33.0
8022,29.0
5615,31.0
11898,30.0
2539,33.0
5005,31.0
1991,33.0
10961,29.0
9226,30.0
1811,33.0
8016,29.0
830,45.0
11651,30.0
8498,30.0
1216,45.0
1841,33.0
6580,31.0
183,45.0
10866,29.0
8157,29.0
3952,34.0
1904,33.0
7983,29.0
7350,29.0
322,45.0
8127,29.0
1969,33.0
4782,31.0
11720,30.0
7438,29.0
5151,31.0
10890,29.0
3022,33.0
5581,31.0
6165,31.0
9338,30.0
1694,33.0
2607,33.0
9202,30.0
2692,33.0
3385,34.0
8337,30.0
10048,29.0
8264,29.0
5444,31.0
4910,31.0
3842,34.0
8081,29.0
350,45.0
11544,30.0
4231,34.0
7732,29.0
11035,29.0
1435,45.0
9999,29.0
6630,31.0
1537,45.0
4932,31.0
8231,29.0
5055,31.0
2069,33.0
8471,30.0
4536,31.0
2138,33.0
7913,29.0
2201,33.0
3676,34.0
4215,34.0
11692,30.0
9479,29.0
8671,30.0
10206,29.0
3182,34.0
1082,45.0
2249,33.0
431,45.0
5766,31.0
8794,30.0
4856,31.0
5091,31.0
2511,33.0
9336,30.0
6155,31.0
3303,34.0
3776,34.0
10823,29.0
11163,30.0
5980,31.0
3432,34.0
6429,31.0
8212,29.0
8263,29.0
7538,29.0
4857,31.0
450,45.0
8637,30.0
3949,34.0
1496,45.0
10561,29.0
10708,29.0
137,45.0
958,45.0
6795,29.0
10874,29.0
11051,29.0
6969,29.0
2742,33.0
6116,31.0
11053,29.0
1356,45.0
726,45.0
10825,29.0
8077,29.0
7996,29.0
8369,30.0
10064,29.0
5754,31.0
1415,45.0
3407,34.0
3757,34.0
1615,45.0
580,45.0
5554,31.0
10412,29.0
10716,29.0
5445,31.0
10227,29.0
10482,29.0
3327,34.0
8443,30.0
5228,31.0
37,45.0
344,45.0
6929,29.0
11165,30.0
1626,45.0
199,45.0
8068,29.0
9702,29.0
1452,45.0
2620,33.0
6599,31.0
4904,31.0
3066,33.0
6403,31.0
9795,29.0
1587,45.0
2120,33.0
1974,33.0
11820,30.0
11648,30.0
11992,30.0
10083,29.0
2234,33.0
179,45.0
6509,31.0
6861,29.0
8636,30.0
1169,45.0
4928,31.0
5655,31.0
11534,30.0
9537,29.0
2897,33.0
6029,31.0
597,45.0
3025,33.0
8070,29.0
4828,31.0
1491,45.0
5948,31.0
6456,31.0
4203,34.0
2165,33.0
9144,30.0
319,45.0
7033,29.0
10867,29.0
7284,29.0
10335,29.0
11456,30.0
812,45.0
3168,34.0
1248,45.0
5741,31.0
7055,29.0
7506,29.0
196,45.0
9169,30.0
4379,31.0
1020,45.0
1534,45.0
5187,31.0
6605,31.0
8447,30.0
4792,31.0
3348,34.0
5897,31.0
9347,30.0
3987,34.0
3344,34.0
358,45.0
9554,29.0
2755,33.0
2399,33.0
9766,29.0
7063,29.0
5295,31.0
299,45.0
2203,33.0
4336,34.0
696,45.0
1721,33.0
5100,31.0
1771,33.0
3634,34.0
2488,33.0
2681,33.0
480,45.0
7307,29.0
7240,29.0
8553,30.0
9942,29.0
1321,45.0
1676,45.0
7360,29.0
7689,29.0
659,45.0
7858,29.0
4415,31.0
11471,30.0
11283,30.0
3077,33.0
4042,34.0
7942,29.0
6040,31.0
6574,31.0
187,45.0
1390,45.0
4727,31.0
10202,29.0
8751,30.0
4457,31.0
4851,31.0
909,45.0
7563,29.0
5801,31.0
3805,34.0
5765,31.0
9297,30.0
7971,29.0
7104,29.0
106,45.0
8284,29.0
4368,31.0
8692,30.0
6942,29.0
7171,29.0
5802,31.0
198,45.0
6148,31.0
6338,31.0
2985,33.0
9335,30.0
4125,34.0
1139,45.0
9769,29.0
9591,29.0
3346,34.0
283,45.0
5601,31.0
819,45.0
11814,30.0
10209,29.0
10538,29.0
11209,30.0
1398,45.0
2489,33.0
3791,34.0
6621,31.0
2215,33.0
6260,31.0
9066,30.0
5266,31.0
9950,29.0
9781,29.0
5205,31.0
10219,29.0
1637,45.0
4430,31.0
4342,34.0
10273,29.0
6683,29.0
9063,30.0
8385,30.0
4613,31.0
6997,29.0
7932,29.0
9873,29.0
1455,45.0
5076,31.0
4264,34.0
6011,31.0
9415,30.0
203,45.0
6193,31.0
6962,29.0
9454,29.0
1482,45.0
1124,45.0
10846,29.0
4229,34.0
1664,45.0
17,45.0
6806,29.0
11030,29.0
10799,29.0
6313,31.0
10646,29.0
3335,34.0
7027,29.0
1192,45.0
9887,29.0
5974,31.0
241,45.0
1050,45.0
6582,31.0
6657,31.0
5169,31.0
6214,31.0
444,45.0
2946,33.0
6278,31.0
9754,29.0
9309,30.0
7254,29.0
10143,29.0
4347,34.0
5960,31.0
9562,29.0
2656,33.0
7048,29.0
1380,45.0
3478,34.0
9249,30.0
7874,29.0
353,45.0
1042,45.0
192,45.0
7174,29.0
7643,29.0
11300,30.0
1134,45.0
3653,34.0
11113,29.0
2566,33.0
3727,34.0
5891,31.0
2998,33.0
5121,31.0
4716,31.0
3430,34.0
4441,31.0
5042,31.0
2880,33.0
8583,30.0
2524,33.0
9078,30.0
8482,30.0
1866,33.0
11321,30.0
3908,34.0
3561,34.0
10164,29.0
5415,31.0
5653,31.0
1241,45.0
2105,33.0
11528,30.0
4980,31.0
9432,29.0
2055,33.0
9184,30.0
8878,30.0
7604,29.0
7554,29.0
4396,31.0
4989,31.0
6851,29.0
6340,31.0
625,45.0
11243,30.0
3370,34.0
8768,30.0
2413,33.0
11091,29.0
6733,29.0
4204,34.0
10245,29.0
3394,34.0
3537,34.0
10649,29.0
3340,34.0
9468,29.0
4918,31.0
2537,33.0
11466,30.0
4869,31.0
6845,29.0
9675,29.0
11482,30.0
5111,31.0
6634,31.0
7632,29.0
3266,34.0
1685,45.0
1370,45.0
3542,34.0
10941,29.0
5585,31.0
8816,30.0
5056,31.0
2455,33.0
8579,30.0
10306,29.0
1243,45.0
7211,29.0
468,45.0
8402,30.0
4806,31.0
10096,29.0
3696,34.0
7235,29.0
9361,30.0
8390,30.0
5939,31.0
4838,31.0
9509,29.0
6727,29.0
1788,33.0
11612,30.0
9691,29.0
7894,29.0
5828,31.0
6505,31.0
9005,30.0
312,45.0
175,45.0
9513,29.0
10621,29.0
888,45.0
6258,31.0
9813,29.0
140,45.0
9518,29.0
3426,34.0
9422,30.0
1520,45.0
6977,29.0
113,45.0
125,45.0
4330,34.0
4179,34.0
4045,34.0
8254,29.0
3506,34.0
8463,30.0
470,45.0
11868,30.0
3975,34.0
6922,29.0
2035,33.0
